name,current_status,jurisdiction_code,current_alternative_legal_name,incorporation_date,registered_address_street_address,registered_address_region
ARTESIAN SUN SAUNAS AND MORE LLC,Active,us_mo,,2015-10-15,418 MORNING MEADOW DR,MO
"Infrared Sauna Therapy, LLC",Active,us_mo,,2019-04-26,"339 Broadway, Suite 110",MO
Bathhouse Shenanigans L.L.C.,Active,us_mo,,2022-03-21,,
"Revival Bathhouse, LLC",Active,us_mo,,2022-09-25,,
"Paw Spa Bathhouse, LLC",Active,us_mo,,2022-10-21,,
"SAUNA FRIEND, LLC",Active,us_mo,,2023-02-02,,
"AMERICAN HOME SAUNA, L.L.C.",Active,us_mo,,2004-10-04,8401 Wabash,MO
Regeneration Mind & Body Saunas L.L.C.,Admin Diss/Cancel   Durat,us_mo,,2006-03-22,1563 W. Melborne,MO
"I.C. Spa and Sauna, LLC",Active,us_mo,,2009-10-16,30 American Elm Drive,MO
Ultimate Health Infrared Sauna Salon LLC,Active,us_mo,,2010-08-31,805 W Sherwood Dr,MO
Maui Tan and Sauna LLC,Active,us_mo,,2010-11-10,3909 N. Colorado Ave.,MO
SaunaSpace LLC,Active,us_mo,,2013-02-27,1330 E Prathersville Rd,MO
Katherine Blanche Bathhouse LLC,Active,us_mo,,2021-02-23,64 Shady Cove Ln,MO
Stacie's Super Sauna LLC,Active,us_mo,,2021-05-28,4505 Indiana Ave,MO
BATHHOUSE INC.,Admin Diss/Cancel   Repor,us_mo,,2001-06-08,636 NORTH BOONVILLE,MO
Sauna Wellness LLC,Dissolved,us_ms,,2013-06-27,,
Am-Finn Sauna Company Inc,Revoked,us_ms,,2013-12-19,,
"CryoSauna of Clinton, LLC",Dissolved,us_ms,,2015-09-19,,
"SWEAT Infrared Sauna Studio, LLC",Dissolved,us_ms,,2016-01-20,,
"Lily Sauna, Inc.",Dissolved,us_ms,,2019-11-29,,
Saunas Distribution LLC,Dissolved,us_ms,,2021-06-29,,
Vital Saunas Corp.,Good Standing,us_ms,,2010-05-19,,
Crown Leaf Saunas LLC,Involuntary Dissolution,us_mt,,2019-05-30,,
WANDERING SAUNA COMPANY LLC,Active Good Standing,us_mt,,2020-02-18,"7007 BRISTOL LN\nBozeman, MT 59715",
Great Bear Saunas LLC,Active Good Standing,us_mt,,2020-09-26,,
Cinder Sauna LLC,Active Good Standing,us_mt,,2021-01-21,,
tenacious sauna self care retreat llc,Active Good Standing,us_mt,,2021-04-22,,
Glacier Country Sauna Llc,Active Good Standing,us_mt,,2022-12-23,,
"SAUNAT CONSULTING, LLC",Involuntary Dissolution,us_mt,,2004-05-11,,
My Sauna LLC,Active Good Standing,us_mt,,2023-01-11,,
Sauna60 L.L.C.,Active Good Standing,us_mt,,2023-06-16,,
"Alpine Spa & Sauna, LLC",Active Good Standing,us_mt,,2023-10-10,,
"Wabi Sauna, LLC",Active Good Standing,us_mt,,2023-11-06,,
Montana Sauna LLC,Active Good Standing,us_mt,,2023-12-06,,
"The Source Day Spa and Sauna Studio, LLC",Active Good Standing,us_mt,,2024-01-22,,
"LASKOVICS DECK AND SAUNA, LLC",Active Good Standing,us_mt,,2024-03-16,,
B+S FINNLAND SAUNA CONCEPTS LLC,Inactive Voluntary Dissolution,us_mt,,2008-09-08,,
METOS SAUNA INC.,Involuntary Dissolution,us_mt,,1964-09-24,,
MONTANA APOLLO SAUNA COMPANY,Involuntary Dissolution,us_mt,,1965-02-01,,
"RED CARPET SAUNA-MASSAGE, INC.",Involuntary Dissolution,us_mt,,1973-09-05,,
"SAUNA SHOP, INC.",Active Good Standing,us_mt,,1983-01-31,"1400 South Russell\nMissoula, MT 59801",
"TOKYO SAUNA, INC.",Involuntary Dissolution,us_mt,,2000-02-22,,
SYMES BATHHOUSE GRILL INC.,Active Good Standing,us_mt,,2000-10-18,"209 WALL STREET\nHOT SPRINGS, MT 59845",
The Steam Room LLP,Active Good Standing,us_mt,,2017-09-09,,
"Blue Ridge Hot Tub and Sauna, Ltd.",Multiple,us_nc,,1979-06-11,601 North Terrace Pl.,NC
"Young Oriental Sauna, Inc.",Multiple,us_nc,,1984-06-12,"102 N. Elm St Ste. 804, Southeastern Bldg",NC
"Fun State Spas & Saunas, Inc.",Dissolved,us_nc,,1987-05-22,"Rt. 5, Box 320",NC
SaunaNirvana LLC,Admin. Dissolved,us_nc,,2007-06-13,11106 Persimmon Creek Drive,NC
Purity Saunas Incorporated,Dissolved,us_nc,,2012-01-06,"176 Mine Lake Court, Suite 100\nRaleigh,\nNC\n27615",
Steam Room Corp.,Current Active,us_nc,,2015-03-10,6135 Park South Drive,NC
AM-Finn Sauna Company Inc.,Active Not Current,us_nc,,2018-04-17,"4030 Wake Forest Road, Ste 349",NC
"Mountain Cyber Sauna, LLC",Admin. Dissolved,us_nc,,2018-06-14,"4030 Wake Forest Road, Ste 349",NC
"Arden Salt Room and Sauna, LLC",Current Active,us_nc,,2019-04-18,1223 NC 16 Business,NC
"Spa & Sauna, Inc.",Admin. Dissolved,us_nc,,2019-05-09,10718 Monroe Rd,NC
"Wunderlust Saunas, LLC",Dissolved,us_nc,,2019-06-19,75 Captains Dr,NC
"Asheville Mobile Sauna, LLC",Dissolved,us_nc,,2020-04-03,175 Jenkins Valley Rd,NC
Live Well Salt Sauna LLC,Current Active,us_nc,,2020-06-24,129 Mecklynn Road Suite D,NC
"Carolina Saunas, L.L.C.",Current Active,us_nc,,2021-03-05,8169 Spearman Rd,NC
OCD sauna fitness Inc.,Current Active,us_nc,,2021-04-01,870 Wine Cellar Cir,NC
River Birch Nordic Sauna LLC,Current Active,us_nc,,2021-04-26,179 Rock Water E,NC
Sauna Secrets for Body & Soul Inc.,Dissolved,us_nc,,2021-05-12,831 Royal Oak Lane,NC
Sisu Sauna Co LLC,Dissolved,us_nc,,2021-06-09,3608 Rivermont Rd,NC
The Drip Sauna L.L.C,Admin. Dissolved,us_nc,,2021-06-21,"2530 Meridian Parkway, Suite 300",NC
Hot Spot Sauna Spa llc,Current Active,us_nc,,2022-01-05,102 Church St,NC
Exalt Salon & Sauna Inc.,Current Active,us_nc,,2022-07-20,466 Slippery Rock Way,NC
Beem Light Sauna L.L.C.,Current Active,us_nc,,2022-10-04,6135 Park South Drive Ste 510,NC
"SAUNA WORKS, INC.",Current Active,us_nc,,2023-04-05,4030 Wake Forest Road STE 349,NC
Sauna Party LLC,Current Active,us_nc,,2023-05-11,45 S French Broad Ave. Suite 165,NC
Catawba Valley Infrared Sauna and Light Therapy LLC.,Current Active,us_nc,,2023-08-16,4996 Harbor View Dr W,NC
Sauna For You LLC,Current Active,us_nc,,2023-09-14,6135 Park South Drive Ste 510,NC
Sauna When U Wanna LLC,Current Active,us_nc,,2023-10-03,44 s college st,NC
Mountain View Sauna LLC,Current Active,us_nc,,2023-10-26,"4030 Wake Forest Road, Ste 349",NC
Sauna Plunge LLC,Current Active,us_nc,,2023-10-30,6025 Blakeney Park Dr Suite 120,NC
REVIVE SAUNA LOUNGE LLC,Current Active,us_nc,,2023-11-06,4111-E Rose Lake Rd,NC
The Garden Bathhouse and Social Club LLC,Current Active,us_nc,,2023-11-09,5707 Verducci ln,NC
Gemini Transitions Infrared Sauna and Salt Cave LLC,Current Active,us_nc,,2023-12-12,1550 N Main St,NC
"Green Health Spa & Sauna, Inc.",Current Active,us_nc,,2024-04-29,2270 Hendersonville Rd 10,NC
AUTOMATED AWNINGS & SAUNAS INC.,Inactive   Involuntary,us_nd,,1998-08-21,"3333 E BROADWAY STE 1216\nPO BOX 1684\nBISMARCK, ND 58502-1684",
"AUTOMATED AWNINGS & SAUNAS, LLC",Active,us_nd,,2016-03-18,"1417 POCATELLO DR\nBOB WAGNER\nBISMARCK, ND 58504-6451",
"LOG THE SAUNA, LLC",Active,us_nd,,2018-02-02,"210 N BROADWAY\n202\nFARGO, ND 58102",
Swalboski Saunas ND LLC,Active,us_nd,,2024-05-03,"1508 E HILLCOURT\nWILLISTON, ND 58801",
"PORTA-SAUNA OF AMERICA, INC.",Inactive,us_ne,,1980-12-31,,
"CABANA SAUNAS, LLC",Inactive,us_ne,,2009-06-10,"308 NORTH 7TH STREET, PO BOX 312",Nebraska
HEARTLAND SAUNA INC.,Inactive,us_ne,,1995-06-08,,
RISE MASSAGE SAUNA & FITNESS STUDIO LLC,Active,us_ne,,2023-07-06,2619 W JOHN ST,Nebraska
NORSEMAN SAUNA CORP.,Dissolved,us_nh,,1977-04-28,"ROUTE 3, BELMONT, NH, 03247, USA",
"SAUNA-TIME, INC.",Dissolved,us_nh,,1973-12-11,"BOX 563 \nRFD # 2, PLAISTOW, NH, 03865, USA",
"NEW ENGLAND SAUNA AND TEAHOUSE, INC.",Good Standing,us_nh,,1999-10-27,"200 PRATT RD, ALSTEAD, NH, 03602, USA",
"THE BELLY SAUNA, LLC",Admin Dissolution,us_nh,,2009-05-21,"PO Box 818, Merrimack, NH, 03054, USA",
"SWEDISH SAUNA OF MANCHESTER, INC.",Merged,us_nh,,1973-09-12,"Unknown, Manchester, NH, 03101, USA",
"SWEDISH SAUNA, INC.",Admin. Suspension,us_nh,,1975-02-18,"26 Princess Plaza, Wakefield, MA, 01880, USA",
"FINNISH SAUNA, INC.",Admin Dissolution,us_nh,,1973-11-08,"Unknown, Merrimack, NH, 03054, USA",
SURF SAUNA LLC,Admin Dissolution,us_nh,,2014-04-10,"68 Morning St, Portsmouth, NH, 03801, USA",
FINN COUNTRY SAUNA SALES LLC,Good Standing,us_nh,,2016-11-09,"34 Thayer Road, New Ipswich, NH, 03071, USA",
NORTHERN SAUNAS LLC,Merged,us_nh,,2019-07-22,"28 Rue de la Sarcelle, St-Basile-Le-Grand, QUEBEC, j3n1l, CAN",
NORTHERN SAUNAS INC.,Non Qualified,us_nh,,2021-07-09,"NH, USA",
SWEAT SAUNA THERAPY LLC,Good Standing,us_nh,,2021-10-18,"280 Wilkins St, Bedford, NH, 03110, USA",
SALT AND SAUNA LLC,Not In Good Standing,us_nh,,2022-04-27,"35 POTATO HOLE RD, Brownfield, ME, 04010, USA",
POLISHED SAUNA LLC,Good Standing,us_nh,,2023-08-14,"8 Tudor Drive, Salem, NH, 03079, USA",
BANYA LLC,Good Standing,us_nh,,2023-08-03,"428 Route 1 BYP, Portsmouth, NH, 03801, USA",
RYPE SAUNAS LLC,Good Standing,us_nh,,2024-01-16,"158 Portsmouth Ave, New Castle, NH, 03854, USA",
"SPAS, TUBS & SAUNAS, INC.",,us_nj,,1979-12-20,,
"CONTINENTAL SAUNAS, INC.",,us_nj,,1980-02-28,,
"DRY SAUNA, INC.",,us_nj,,1982-11-08,,
AMSTAR SAUNA CORP.,,us_nj,,1989-03-13,,
U.S. SAUNA STEAM CO. INC.,,us_nj,,1992-11-19,,
"ANGEL SAUNA, INC.",,us_nj,,2002-05-02,,
"BRC SAUNAS & SPA, INC",,us_nj,,2004-04-23,,
SUPER KING SAUNA CORP.,,us_nj,,2004-11-05,,
HOT ROCKS SAUNA DISTRIBUTORS INC,,us_nj,,2006-12-14,,
AM-FINN SAUNA COMPANY INC.,,us_nj,,2018-04-27,,
"INNER LIGHT INFRARED SAUNA STUDIO, INC.",,us_nj,,2019-04-01,,
"INFRARED LIGHT SAUNA STUDIO, INC.",,us_nj,,2020-11-10,,
SAUNA HEALTH PRODUCTS LIMITED LIABILITY COMPANY,,us_nj,,2004-07-06,,
HOME SAUNA MEGA STORE CORPORATION,,us_nj,,2006-01-04,,
SAUNA PRO LLC,,us_nj,,2007-07-03,,
NEW OASIS SAUNA LLC,,us_nj,,2011-02-10,,
AM-FINN SAUNA CORPORATION,,us_nj,,2012-12-20,,
SOL SAUNA CORP,,us_nj,,2014-10-29,,
SOL SAUNA HOUSE INC.,,us_nj,,2015-10-23,,
THESWEATSHOPSAUNASTUDIO LLC,,us_nj,,2016-12-31,,
HEALING LIGHTS SAUNA STUDIO LLC,,us_nj,,2017-01-17,,
JACHIN SOL SAUNA INC.,,us_nj,,2017-10-13,,
"SAUNA VIDA, LLC",,us_nj,,2018-03-13,,
SW3AT SAUNA LLC,,us_nj,,2018-05-21,,
"FLOAT, SALT, AND SAUNA LLC",,us_nj,,2019-08-23,,
AWAKEN INFRARED SAUNA LLC,,us_nj,,2019-10-31,,
SOL SAUNA SPA INC,,us_nj,,2020-07-24,,
SAUNALICIOUS LLC,,us_nj,,2020-10-27,,
ROYAL SAUNA INC,,us_nj,,2021-05-28,,
HOT & COLD SAUNAS LLC,,us_nj,,2021-09-30,,
WOORI SAUNA LLC,,us_nj,,2021-11-08,,
HAMMONTON SAUNA CLUB LLC,,us_nj,,2022-03-29,,
HOTSPOT SAUNAS LLC,,us_nj,,2023-04-30,,
CIELO SAUNA LLC,,us_nj,,2023-05-01,,
EZSAUNAS LLC,,us_nj,,2023-05-10,,
SAUNARTIS LLC,,us_nj,,2023-10-17,,
SAUNAS AND BEYOND LLC,,us_nj,,2023-12-13,,
REACTIVATION SAUNAS LLC,,us_nj,,2024-02-21,,
SITH SAUNA LLC,,us_nj,,2024-03-08,,
"SOLAR RAY SAUNA, LLC",,us_nj,,2000-07-28,,
"SUPER KING SAUNA NJ, LLC",,us_nj,,2005-01-04,,
"OASIS SAUNA, L.L.C.",,us_nj,,2008-04-16,,
"ADS MOBILE SAUNA, LLC",,us_nj,,2022-10-24,,
ARCTIC SAUNA CORPORATION,,us_nj,,1968-07-03,,
AUTHENTICA SAUNA CORPORATION,,us_nj,,1968-11-07,,
BROADWAY STEAM AND SAUNA BATHS,,us_nj,,1967-08-11,,
FINNISH SAUNA INTERNATIONAL CORP.,,us_nj,,1967-03-06,,
"HELO SAUNA, INC.",,us_nj,,1971-09-07,,
"K. M. SAUNA, INC.",,us_nj,,1966-10-27,,
"SAUNA HEALTH, INC.",,us_nj,,1973-05-21,,
"SAUNA ROOMS, INCORPORATED",,us_nj,,1965-09-23,,
"SAUNA SALON #22, INC.",,us_nj,,1971-09-03,,
SAUNATIQUE.,,us_nj,,1970-04-20,,
"SAUNATONE, INC.",,us_nj,,1970-08-19,,
SMALLWOOD SAUNA SALES CORPORATION,,us_nj,,1948-04-21,,
SMALLWOOD SAUNA SALES CORPORATION,,us_nj,,1948-04-21,,
"SUOMI-SAUNA, INC.",,us_nj,,1966-10-31,,
"MASSAGE & BANYA SPA OF SANTA FE, LLC",Active,us_nm,,2003-05-01,,
"SOUTHWEST SOFTUB & SAUNA, LLC",Voluntary Dissolution,us_nm,,2004-04-20,,
SOUTHWEST SOFTUB & SAUNA OF NM LLC,Active,us_nm,,2012-10-09,,
"AM-FINN SAUNA COMPANY, INC.",Active,us_nm,,2014-06-25,16192 COASTAL HWY,DE
"SAUNA WORKS, INC.",Revoked,us_nm,,2020-07-13,1077 EASTSHORE HWY,CA
SIMIS SAUNA LLC,Active,us_nm,,2021-04-19,,
"Banya Tech, LLC",Active,us_nm,,2021-12-02,,
APEX SAUNAS & WINE CELLARS,Permanently Revoked,us_nv,,1998-01-22,,
"SAUNAS R US, INC.",Dissolved,us_nv,,2002-06-28,,
"BRIGHTON SAUNA, INC",Permanently Revoked,us_nv,,2004-07-01,,
VALLEY SAUNA AND STEAM,Permanently Revoked,us_nv,,1999-10-01,,
LUXSAUNA INC,Dissolved,us_nv,,2004-03-31,,
CYCLE SAUNA USA INC.,Permanently Revoked,us_nv,,2012-01-17,,
"VALLEY VIEW LADY SAUNA, INC.",Permanently Revoked,us_nv,,2007-03-06,,
BANYA FINANCIAL INC.,Administrative Hold,us_nv,,2005-04-11,,
CURE INFRARED SAUNA STUDIO LLC,Dissolved,us_nv,,2014-05-13,,
ALPINE SAUNAS.COM LLC,Permanently Revoked,us_nv,,2007-04-13,,
"SHAMMAM CONSULTING SERVICES, INC.",Default,us_nv,,2014-07-10,,
SAUNARAY USA INC.,Default,us_nv,,2009-07-15,,
"THE SPA AND SAUNA CO. OF CALIFORNIA, LLC",Active,us_nv,,2018-09-04,,
DROP SAUNA STUDIO + ATHLETICOUTURE LLC,Active,us_nv,,2018-09-20,,
SOLAR-SAUNA INT'L LTD,Permanently Revoked,us_nv,,2016-10-16,,
SAUNA NIRVANA LLC,Revoked,us_nv,,2018-10-22,,
THE SPA AND SAUNA CO. LLC,Active,us_nv,,2014-12-30,,
HEALTHY LIFE SAUNAS LLC,Permanently Revoked,us_nv,,2007-12-03,,
"PureBeing Sauna Spas, Inc.",Dissolved,us_nv,,2021-05-26,,
FitSauna LLC,Revoked,us_nv,,2021-08-20,,
"Sauna Works, Inc.",Active,us_nv,,2022-01-28,,
HELIO SAUNAS LLC,Revoked,us_nv,,2022-04-14,,
"DROP Sauna Studio + AthletiCouture, LLC series Blue Diamond",Active,us_nv,,2022-12-12,,
Wellness Sauna and Cryotherapy LLC,Default,us_nv,,2023-01-30,,
Delux Saunas LLC,Default,us_nv,,2023-03-09,,
AM-Finn Sauna Company Inc.,Revoked,us_nv,,2019-12-10,,
Ryno Sauna LLC,Active,us_nv,,2023-08-25,,
Wonton's Sauna,Active,us_nv,,2023-12-03,,
Sierra Sauna Club LLC,Active,us_nv,,2024-02-15,,
Sauna Service Center LLC,Revoked,us_nv,,2020-08-02,,
SAUNAMAN LLC,Permanently Revoked,us_nv,,2002-09-24,,
REALSAUNA SPORTING GOODS (RSG) LLC,Permanently Revoked,us_nv,,2001-08-27,,
"THE NEW MORGAN SAUNA, INC.",Inactive   Dissolution By Proclamation / Annulment Of Authority,us_ny,,1985-09-25,"%COHEN SWADOS WRIGHT ET.,AL, %JAMES F. ROLLS, 70 NIAGARA ST, BUFFALO, NEW YORK, 14202",
"TYLO SAUNA, INC.",Inactive   Surrender Of Authority,us_ny,,1987-02-04,"5 WESTCHESTER PLAZA, ELMSFORD, NEW YORK, 10523",
"VIKING SAUNA OF NEW YORK, INC.",Inactive   Dissolution By Proclamation / Annulment Of Authority,us_ny,,1987-07-28,"1899 PLYMOUTH ROAD, WANTAGH, NEW YORK, 11793",
"ALPHA SAUNA, INC.",Inactive   Dissolution By Proclamation / Annulment Of Authority,us_ny,,1988-08-29,"ROGER W. KOHN, ESQ., 10 FISKE PLACE, MOUNT VERNON, NEW YORK, 10550",
"WHIRLPOOL BATH & SAUNA COMPANY, INC.",Inactive   Dissolution By Proclamation / Annulment Of Authority,us_ny,,1989-03-15,"116 RAILROAD AVE EXT, ALBANY, NEW YORK, 12205",
"HELO SAUNA, INC.",Inactive   Dissolution By Proclamation / Annulment Of Authority,us_ny,,1990-03-19,"C/O NICHOLAS S. CARLISI, 246 LONG BEACH RD., ISLAND PARK, NEW YORK, 11558",
"SAUNA HAVEN, INC.",Inactive   Dissolution By Proclamation / Annulment Of Authority,us_ny,,1990-03-22,"11 EAST 36TH STREET, NEW YORK, NEW YORK, 10016",
HELO SAUNA & FITNESS INC.,Inactive   Dissolution By Proclamation / Annulment Of Authority,us_ny,,1990-04-06,"GILBRIDE TUSA LAST & SPELLANE, 420 LEXINGTON AVENUE, NEW YORK, NEW YORK, 10170",
"SAUNA COSMETICS DISTRIBUTORS, LTD.",Inactive   Dissolution By Proclamation / Annulment Of Authority,us_ny,,1963-03-01,"C/O E. MARKS, 11 HARVARD AVE., TUCKAHOE, NEW YORK, 10710",
RUSSELL G. ANDERSON SAUNA CORP.,Inactive   Dissolution By Proclamation / Annulment Of Authority,us_ny,,1963-05-02,"% MILTON BRACHFELD, 475 FIFTH AVE., NEW YORK, NEW YORK, 10017",
U.S. SAUNA & STEAM CORPORATION,Inactive   Dissolution By Proclamation / Annulment Of Authority,us_ny,,1993-01-25,"140 HIGHLAND STREET, PORT CHESTER, NEW YORK, 10573",
"BODY HEAT SAUNA SYSTEMS, INC.",Inactive   Dissolution By Proclamation / Annulment Of Authority,us_ny,,1993-10-21,"FAIR, AUFSESSER & FITZGERALD, 297 KNOLLWOOD ROAD, WHITE PLAINS, NEW YORK, 10607",
ARCTIC SAUNA & STEAM CORP.,Inactive   Dissolution,us_ny,,1993-12-14,"25-27 KNOWLES STREET, YONKERS, NEW YORK, 10705",
FRIENDS OF SAUNA INC.,Active,us_ny,,1964-12-31,NONE,
"STEAM & SAUNA, INC.",Inactive   Dissolution By Proclamation / Annulment Of Authority,us_ny,,1994-10-04,"102-40 67TH DRIVE, FOREST HILLS, NEW YORK, 11375",
"SONG SAUNA & SPA, INC.",Inactive   Dissolution By Proclamation / Annulment Of Authority,us_ny,,1995-01-26,"SONG VAN FOSSEN, 33-70 PRINCE ST. #CO-1, FLUSHING, NEW YORK, 11354",
"NORTHERN SAUNA AND HEALTH CLUB, INC.",Active,us_ny,,1995-07-05,33-61 FARRINGTON ST,NY
SUN TANNING & SAUNA INC.,Inactive   Dissolution By Proclamation / Annulment Of Authority,us_ny,,1995-11-02,"1671 ISLIP AVENUE, CENTRAL ISLIP, NEW YORK, 11722",
RAINBOW SAUNA INC.,Inactive   Dissolution,us_ny,,1995-11-14,"135 SUNRISE HIGHWAY, AMITYVILLE, NEW YORK, 11701",
JANG SOO BARBER & SAUNA INC.,Inactive   Dissolution By Proclamation / Annulment Of Authority,us_ny,,1996-02-12,"C/O KYONG J. CHO, 136-89 37TH AVENUE, FLUSHING, NEW YORK, 11355",
"FINNISH SAUNA EUIPMENT COMPANY, INC.",Active,us_ny,,1967-09-25,50 COLUMBIA AVE.,NJ
"SAUNA DISTRIBUTORS, INC.",Inactive   Merged Out,us_ny,,1968-08-21,"SHERMAN & CITRON, P.C., 1290 AVE OF AMERICAS, NEW YORK, NEW YORK, 10104",
"YOU JIN SAUNA, INC.",Inactive   Dissolution By Proclamation / Annulment Of Authority,us_ny,,1998-07-09,"MIA PARK, ESQ., 39-15 MAIN STREET SUITE 203, FLUSHING, NEW YORK, 11354",
B & H SAUNA INC.,Inactive   Dissolution By Proclamation / Annulment Of Authority,us_ny,,1998-10-27,"136-51 37TH AVENUE, FLUSHING, NEW YORK, 11354",
"SAUNA HEALTH CLUB, INC.",Active,us_ny,,1970-04-17,NONE,
"JEESUNG SAUNA & SPA, INC.",Inactive   Dissolution By Proclamation / Annulment Of Authority,us_ny,,1999-05-04,"33-70 PRINCE STREET #CO-1, FLUSHING, NEW YORK, 11354",
"KA CHI KA CHI SAUNA, INC.",Inactive   Dissolution By Proclamation / Annulment Of Authority,us_ny,,1999-06-08,"IKHWAN RIM, HYUN AH RIM, 46-26B KISSENA BLVD., FLUSHING, NEW YORK, 11355",
EAST END SPA & SAUNA INC.,Inactive   Dissolution By Proclamation / Annulment Of Authority,us_ny,,1999-08-13,"SHARON TSENGOLES, 1374 MAIN RD, PO BOX 1078, JAMESPORT, NEW YORK, 11947",
"YURI SAUNA, INC.",Inactive   Dissolution By Proclamation / Annulment Of Authority,us_ny,,1999-12-02,"267 W. 17TH STREET, NEW YORK, NEW YORK, 10011",
"157 SAUNA, INC.",Inactive   Dissolution By Proclamation / Annulment Of Authority,us_ny,,2000-10-26,"C/O CHUNGSUK KIM-CHAN, 157-16B NORTHERN BLVD., FLUSHING, NEW YORK, 11354",
HANSOL HEALTH SAUNA CORP.,Inactive   Dissolution By Proclamation / Annulment Of Authority,us_ny,,2001-10-01,"KANG, HYUN SOOK, 417 NORTH AVE #2F, FORT LEE, NEW JERSEY, 07024",
RAINBOW SAUNA INC.,Inactive   Dissolution,us_ny,,2001-12-21,"207 THOMPSON ST, NEW YORK, NEW YORK, 10012",
SEAGATE BANYA CORP.,Active,us_ny,,2002-12-09,3701 MERMAID AVENUE,NY
"A.A. SAUNA, INC.",Inactive   Dissolution,us_ny,,2003-08-14,"135-20 39TH AVE. LL127, FLUSHING, NEW YORK, 11354",
STEAM SAUNA INC.,Inactive   Dissolution By Proclamation / Annulment Of Authority,us_ny,,2004-02-11,"210 SOUTH 8TH ST, LEWISTON, NEW YORK, 14092",
NORTHERN SAUNA LTD.,Inactive   Dissolution,us_ny,,2004-04-07,"157-16B NORTHERN BOULEVARD, FLUSHING, NEW YORK, 11358",
ADIRONDACK SAUNA ENTERPRISES LLC,Active,us_ny,,2004-08-03,"142 LENNY PRESTON RD, PO BOX 248",NY
"NEW RAINBOW SAUNA, INC.",Inactive   Dissolution,us_ny,,2005-02-07,"36-10 UNON STREET, 2ND FLOOR, FLUSHING, NEW YORK, 11354",
"KING SPA SAUNA II, LLC",Active,us_ny,,2005-04-25,"10 WEST 33RD STREET, SUITE 508 FIFTH FLOOR",NY
HEALTH AND WELLNESS SAUNA AND STEAM CORP.,Inactive   Dissolution By Proclamation / Annulment Of Authority,us_ny,,2005-07-18,"KEVIN M. SCHOFIELD, 78 HAWLEY AVENUE, STATEN ISLAND, NEW YORK, 10312",
"NORTHERN NHAM SUNG SAUNA, INC.",Active,us_ny,,2005-08-22,157-16C NORTHERN BLVD.,NY
"WALL STREET SAUNA, INC.",Inactive   Dissolution By Proclamation / Annulment Of Authority,us_ny,,1974-01-24,"177 BROADWAY, NEW YORK, NEW YORK, 10007",
"NORTH AMERICAN SAUNA SOCIETY, INC.",Active,us_ny,,2006-06-19,30 FLORENCE AVE.,NY
"BANYA NY, LLC",Active,us_ny,,2006-10-06,602 CONEY ISLAND AVE,NY
ALPS SAUNA CORP.,Inactive   Dissolution By Proclamation / Annulment Of Authority,us_ny,,2006-11-28,"154-55 WILLETS POINT BLVD., 2ND FL., WHITESTONE, NEW YORK, 11357",
SEOUL SAUNA CORP.,Inactive   Dissolution By Proclamation / Annulment Of Authority,us_ny,,2007-03-13,"34 WEST 32ND STREET-3RD FLOOR, NEW YORK, NEW YORK, 10001",
ROMAN SPA & SAUNA INC.,Inactive   Dissolution By Proclamation / Annulment Of Authority,us_ny,,2007-06-12,"1243 FATHER CAPODANNO BLVD., STATEN ISLAND, NEW YORK, 10306",
JANGSOO SAUNA CORP.,Inactive   Dissolution,us_ny,,2007-06-19,"YUJI XU, 136-89 37TH AVE, FLUSHING, NEW YORK, 11354",
LYCEUM BATHHOUSE LLC,Active,us_ny,,2007-07-18,"900 BROADWAY, SUITE 402",NY
LYCEUM BATHHOUSE MEZZANINE LLC,Active,us_ny,,2007-12-13,"345 7TH AVE, 7TH FLOOR",NY
MUJIGAE SAUNA INC.,Active,us_ny,,2008-11-25,"36-10 UNION STREET, 2ND FLOOR",NY
"NEW JANGSOO SAUNA, CORP.",Inactive   Dissolution,us_ny,,2009-08-14,"136-89 37TH AVENUE, FLUSHING, NEW YORK, 11354",
BATHHOUSE GANG INC.,Active,us_ny,,2010-07-30,3342 AGAR PLACE,NY
"SUPER SAUNA, INC.",Inactive   Dissolution By Proclamation / Annulment Of Authority,us_ny,,1976-05-24,"3150 STEVEN DR., BALDWINSVILLE, NEW YORK, 13027",
ADIRONDACK SAUNA LLC,Active,us_ny,,2011-02-15,"P.O. BOX 248, 142 LENNY PRESTON ROAD",NY
ALPS SAUNA OF NY CORP.,Inactive   Dissolution By Proclamation / Annulment Of Authority,us_ny,,2011-02-25,"46-26 KISSENA BLVD, FLUSHING, NEW YORK, 11355",
SENTINEL MOUNTAIN SAUNA LLC,Active,us_ny,,2011-04-12,PO BOX 301,NY
NEW YORK SPA & SAUNA CORP.,Active,us_ny,,2011-04-15,"149-06 NORTHERN BLVD., CELLAR",NY
EAST SIDE SAUNA INC.,Inactive   Dissolution,us_ny,,1976-11-26,"PATRICK SIMONETTI, 162-49 CROSSBAY BLVD., HOWARD BEACH, NEW YORK, 11414",
"MOBILE SAUNA, INC.",Inactive   Dissolution,us_ny,,2013-01-25,"599 E. GENESEE ST., BOX 740, FAYETTEVILLE, NEW YORK, 13066",
"BEAUTY BODY SAUNA, INC.",Active,us_ny,,2013-03-20,441 BROADWAY,NY
OMI SAUNA INC.,Active,us_ny,,2013-10-28,"12-44 CLINTONVILLE STREET, LOWER LEVEL, WHITESTONE, NEW YORK, 11357",
EAST BRANCH SAUNA CORPORATION,Active,us_ny,,2014-03-17,"PO BOX 664, 46124 STATE HIGHWAY 30",NY
